source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude_deg,source_latitude_uncertainty_deg,source_longitude_deg,source_longitude_uncertainty_deg,N,E,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_uncertainty,source_magnitude_type,station_network_code,station_code,station_location_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_category,trace_name,path_p_travel_s,path_p_residual_s,path_s_travel_s,path_s_residual_s,filename
20221100000000,2022-11-06 21:39:41.20,0.46,38.717,1.6,-27.306,1.8,4285416.965,473397.6684,6.8,2.3,1.7,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-06 21:39:42.64,"0,121",2022-11-06 21:39:43.24,"-0,251",2022-11-06-2139-25S_SWARM.SEI
20221100000000,2022-11-08 15:16:41.00,0.74,38.74,1.4,-27.332,1.7,4287977.061,471146.5867,1.7,1.3,1.9,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-08 15:16:41.34,"-0,221",2022-11-08 15:16:42.14,"0,141",2022-11-08-1516-21S_SWARM.SEI
20221100000000,2022-11-08 15:17:08.20,0.31,38.727,1.8,-27.358,4.3,4286543.012,468881.336,5.2,3,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-08 15:17:09.26,"-0,031",2022-11-08 15:17:10.11,"0,021",2022-11-08-1516-45S_SWARM.SEI
20221100000000,2022-11-08 18:13:52.90,0.51,38.724,2,-27.322,2.6,4286198.496,472009.4244,6.5,3.2,1.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-08 18:13:54.16,"0,011",2022-11-08 18:13:55.29,"0,231",2022-11-08-1813-30S_SWARM.SEI
20221100000000,2022-11-08 20:42:47.50,0.63,38.736,1.1,-27.342,1.6,4287536.394,470275.8479,0.2,2,2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-08 20:42:47.88,"0,021",2022-11-08 20:42:48.49,"0,341",2022-11-08-2042-24S_SWARM.SEI
20221100000000,2022-11-09 13:58:21.30,0.33,38.727,2.4,-27.316,3.1,4286529.578,472532.1377,10.9,3,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-11-09 13:58:24.49,"-0,101",2022-11-09-1358-04S_SWARM.SEI
20221100000000,2022-11-11 14:40:39.00,0.3,38.737,1.3,-27.378,2.6,4287659.662,467147.4384,5.8,2.2,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-11 14:40:40.25,"-0,041",2022-11-11 14:40:41.24,"-0,051",2022-11-11-1440-19S_SWARM.SEI
20221100000000,2022-11-13 06:45:21.30,0.6,38.737,1.6,-27.311,2.4,4287637.753,472970.5253,4.8,3.7,1.5,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-13 06:45:22.26,"-0,051",2022-11-13 06:45:22.69,"-0,381",2022-11-13-0645-05S_SWARM.SEI
20221100000000,2022-11-13 06:45:34.40,0.34,38.733,3.1,-27.31,4,4287193.593,473055.9343,8.6,4.5,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-11-13 06:45:37.11,"0,001",2022-11-13-0645-23S_SWARM.SEI
20221100000000,2022-11-14 15:17:05.70,0.62,38.729,2.5,-27.338,3.2,4286758.339,470620.6325,7.9,2.3,1.5,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-14 15:17:07.21,"0,031",2022-11-14 15:17:08.37,"0,111",2022-11-14-1516-26S_SWARM.SEI
20221100000000,2022-11-14 16:44:13.30,0.35,38.751,1.7,-27.322,2.9,4289194.59,472019.9609,7.9,2.9,1.1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,,,2022-11-14 16:44:15.77,"-0,081",2022-11-14-1643-02S_SWARM.SEI
20221100000000,2022-11-14 20:33:06.40,0.32,38.763,1.6,-27.344,3.4,4290533.147,470113.2813,6.9,3.1,1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,,,2022-11-14 20:33:08.59,"0,011",2022-11-14-2032-54S_SWARM.SEI
20221100000000,2022-11-15 04:01:29.60,0.6,38.726,2,-27.29,2.1,4286411.134,474791.8047,7,3.1,1.2,,ML,,PPAD,,,,,earthquake,CP.PPAD..EH,2022-11-15 04:01:30.75,"-0,121",2022-11-15 04:01:31.50,"-0,351",2022-11-15-0401-13S_SWARM.SEI
20221100000000,2022-11-15 04:59:33.70,0.72,38.75,1.9,-27.304,2.5,4289078.275,473583.6972,4.2,4.2,1.4,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-11-15 04:59:34.53,"-0,131",2022-11-15 04:59:35.59,"0,181",2022-11-15-0459-10S_SWARM.SEI
20221100000000,2022-11-15 20:59:09.10,0.32,38.718,2.1,-27.312,2.5,4285529.69,472876.4309,6.6,2.9,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-15 20:59:10.32,"-0,041",2022-11-15 20:59:11.31,"0,021",2022-11-15-2058-37S_SWARM.SEI
20221100000000,2022-11-16 05:46:13.10,0.7,38.751,3,-27.359,5.4,4289206.55,468804.8545,6.4,5.1,1.1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,,,2022-11-16 05:46:15.32,"0,061",2022-11-16-0545-53S_SWARM.SEI
20221100000000,2022-11-16 08:12:05.90,0.6,38.743,2.6,-27.368,3.9,4288321.922,468019.2325,6.7,3.8,1.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-16 08:12:07.23,"-0,101",2022-11-16 08:12:08.16,"-0,221",2022-11-16-0811-49S_SWARM.SEI
20221100000000,2022-11-16 08:17:22.40,0.38,38.738,1.3,-27.377,2.5,4287770.271,467234.8071,4,2.3,1.4,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-16 08:17:23.49,"-0,051",2022-11-16 08:17:24.41,"0,041",2022-11-16-0817-03S_SWARM.SEI
20221100000000,2022-11-18 16:25:52.40,0.33,38.734,2,-27.358,3.4,4287319.777,468884.3727,10.1,2.5,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-18 16:25:54.29,"0,131",2022-11-18 16:25:55.42,"-0,071",2022-11-18-1625-29S_SWARM.SEI
20221100000000,2022-11-18 17:48:37.10,0.61,38.658,3.3,-27.283,2.5,4278863.577,475376.9805,7.8,4.1,1,,ML,,PPAD,,,,,earthquake,CP.PPAD..EH,2022-11-18 17:48:38.49,"-0,171",2022-11-18 17:48:39.49,"-0,331",2022-11-18-1748-06S_SWARM.SEI
20221100000000,2022-11-19 05:29:13.60,0.71,38.762,2.6,-27.353,4.5,4290425.158,469330.9312,5.7,3.6,1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-11-19 05:29:14.71,"0,011",2022-11-19 05:29:15.72,"0,221",2022-11-19-0528-50S_SWARM.SEI
20221100000000,2022-11-19 13:09:58.20,0.31,38.72,1.8,-27.304,2.3,4285749.284,473572.6451,8.8,2.5,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-19 13:09:59.70,"-0,071",2022-11-19 13:10:00.99,"0,031",2022-11-19-1309-40S_SWARM.SEI
20221100000000,2022-11-21 02:20:45.70,0.39,38.742,1.3,-27.379,3.1,4288214.855,467062.8233,3.3,3.3,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-21 02:20:46.84,"0,061",2022-11-21 02:20:47.52,"-0,081",2022-11-21-0220-29S_SWARM.SEI
20221100000000,2022-11-21 02:23:14.90,0.86,38.733,2.6,-27.38,6,4287216.516,466971.7727,0,8.6,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-21 02:23:15.71,"0,011",2022-11-21 02:23:16.62,"0,311",2022-11-21-0222-54S_SWARM.SEI
20221100000000,2022-11-21 19:28:34.30,0.5,38.722,1.9,-27.326,2.6,4285977.793,471660.9246,4.8,3.4,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-21 19:28:35.32,"0,111",2022-11-21 19:28:35.74,"-0,181",2022-11-21-1928-12S_SWARM.SEI
20221100000000,2022-11-23 14:18:39.50,0.44,38.751,1,-27.345,4.6,4289201.872,470021.3816,0,16.1,1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,,,2022-11-23 14:18:40.31,"-0,111",2022-11-23-1418-20S_SWARM.SEI
20221100000000,2022-11-23 15:38:24.20,0.34,38.731,1.5,-27.348,3.4,4286983.527,469752.2615,6.6,2.5,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-11-23 15:38:26.51,"0,101",2022-11-23-1538-06S_SWARM.SEI
20221100000000,2022-11-24 05:12:05.10,0.38,38.769,1.4,-27.338,2,4291197.007,470637.022,6,1.8,1.3,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-11-24 05:12:06.15,"-0,071",2022-11-24 05:12:07.07,"0,051",2022-11-24-0511-31S_SWARM.SEI
20221100000000,2022-11-24 05:35:20.90,0.34,38.759,2.3,-27.347,4.7,4290090.264,469850.9576,8.3,3.8,1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,,,2022-11-24 05:35:23.48,"-0,001",2022-11-24-0534-44S_SWARM.SEI
20221100000000,2022-11-24 06:07:18.30,0.42,38.74,2.1,-27.373,3.6,4287990.78,467583.3536,8.4,2.7,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-24 06:07:20.03,"0,111",2022-11-24 06:07:21.10,"-0,051",2022-11-24-0606-40S_SWARM.SEI
20221100000000,2022-11-26 07:49:27.70,0.42,38.716,1.6,-27.36,2.3,4285323.065,468702.6907,4.9,2.1,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-26 07:49:28.78,"0,021",2022-11-26 07:49:29.65,"0,101",2022-11-26-0749-17S_SWARM.SEI
20221100000000,2022-11-26 07:51:55.20,0.46,38.717,1.7,-27.369,2.7,4285437.144,467920.7026,4.6,2.5,1.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-26 07:51:56.32,"0,061",2022-11-26 07:51:57.17,"0,121",2022-11-26-0751-41S_SWARM.SEI
20221100000000,2022-11-27 23:22:11.30,0.43,38.722,2,-27.312,2.6,4285973.555,472877.9428,5.9,3.8,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-11-27 23:22:12.31,"-0,171",2022-11-27 23:22:13.48,"0,141",2022-11-27-2321-48S_SWARM.SEI
20221100000000,2022-11-29 10:50:13.00,0.68,38.756,2.4,-27.343,4.3,4289756.053,470197.2503,5.6,3.8,1.2,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-11-29 10:50:14.09,"-0,011",2022-11-29 10:50:15.01,"0,121",2022-11-29-1049-58S_SWARM.SEI
20221100000000,2022-11-29 10:55:31.20,0.41,38.766,1.8,-27.328,2.9,4290860.944,471504.5579,6.4,3.6,1.1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-11-29 10:55:32.38,"0,101",2022-11-29 10:55:33.16,"0,031",2022-11-29-1055-09S_SWARM.SEI
20221100000000,2022-11-30 12:59:05.10,0.7,38.755,3,-27.304,3.2,4289633.109,473585.54,9.2,4.1,1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-11-30 12:59:06.72,"0,031",2022-11-30 12:59:08.10,"0,191",2022-11-30-1258-49S_SWARM.SEI
20221200000000,2022-12-02 23:30:09.70,0.4,38.739,1.6,-27.371,3.3,4287879.107,467756.7203,5.2,2.8,1.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-02 23:30:10.82,"-0,061",2022-12-02 23:30:11.88,"0,101",2022-12-02-2329-42S_SWARM.SEI
20221200000000,2022-12-03 20:29:37.00,0.83,38.708,3.5,-27.285,4,4284412.382,475220.2152,5.2,9.9,1.4,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-03 20:29:38.30,"0,031",2022-12-03 20:29:39.33,"0,141",2022-12-03-2029-18S_SWARM.SEI
20221200000000,2022-12-03 20:37:34.60,0.3,38.716,4.2,-27.311,2.9,4285307.463,472962.6122,5,0,1.4,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,,,2022-12-03 20:37:37.13,"0,001",2022-12-03-2037-12S_SWARM.SEI
20221200000000,2022-12-04 02:37:02.90,0.34,38.738,1.7,-27.324,2.5,4287752.638,471841.066,8,2.8,1.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-04 02:37:04.45,"0,041",2022-12-04 02:37:05.40,"-0,111",2022-12-04-0236-46S_SWARM.SEI
20221200000000,2022-12-04 04:44:45.20,0.76,38.755,2.7,-27.336,3.6,4289642.83,470805.0639,6.6,3.9,2,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-12-04 04:44:46.39,"-0,041",2022-12-04 04:44:47.39,"0,061",2022-12-04-0444-04S_SWARM.SEI
20221200000000,2022-12-04 05:30:45.40,0.87,38.716,3,-27.291,3.5,4285301.749,474701.3543,5.9,6.5,1,,ML,,PPAD,,,,,earthquake,CP.PPAD..EH,2022-12-04 05:30:46.12,"-0,351",2022-12-04 05:30:47.43,"0,151",2022-12-04-0530-01S_SWARM.SEI
20221200000000,2022-12-04 10:32:56.40,0.41,38.734,1.7,-27.353,3.1,4287318.09,469318.9497,6.4,2.7,1.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-04 10:32:57.66,"0,061",2022-12-04 10:32:58.66,"0,121",2022-12-04-1032-22S_SWARM.SEI
20221200000000,2022-12-05 12:03:03.30,0.89,38.741,2.3,-27.359,7.2,4288096.883,468800.5028,2.2,2.4,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-05 12:03:04.03,"-0,091",2022-12-05 12:03:04.93,"0,211",2022-12-05-1202-39S_SWARM.SEI
20221200000000,2022-12-06 07:39:43.50,0.87,38.712,3.6,-27.353,4.5,4284876.832,469309.5408,7.2,4,1.9,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-06 07:39:44.91,"0,101",2022-12-06 07:39:45.99,"0,171",2022-12-06-0739-11S_SWARM.SEI
20221200000000,2022-12-06 08:32:34.40,0.32,38.729,1.7,-27.3,2.6,4286746.833,473923.6454,9.3,2.8,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-06 08:32:35.93,"-0,131",2022-12-06 08:32:37.32,"-0,001",2022-12-06-0832-10S_SWARM.SEI
20221200000000,2022-12-06 08:36:14.90,0.57,38.718,2.4,-27.349,3,4285541.296,469659.8455,7.4,3,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-06 08:36:16.34,"0,061",2022-12-06 08:36:17.38,"0,081",2022-12-06-0835-50S_SWARM.SEI
20221200000000,2022-12-06 10:55:14.00,0.83,38.733,1.5,-27.301,1.3,4287190.983,473838.183,1.5,1.5,1.8,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-06 10:55:14.36,"-0,321",2022-12-06 10:55:15.34,"0,151",2022-12-06-1054-50S_SWARM.SEI
20221200000000,2022-12-06 10:55:45.80,0.31,38.722,1.6,-27.344,2.7,4285983.516,470096.1864,7.3,2.5,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-06 10:55:47.05,"-0,041",2022-12-06 10:55:48.04,"-0,041",2022-12-06-1055-29S_SWARM.SEI
20221200000000,2022-12-06 10:56:48.60,0.47,38.723,2.1,-27.343,3.1,4286094.157,470183.5319,7.3,2.9,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-06 10:56:49.92,"-0,051",2022-12-06 10:56:50.97,"-0,001",2022-12-06-1056-30S_SWARM.SEI
20221200000000,2022-12-06 11:07:34.60,0.49,38.723,1.8,-27.361,2.7,4286100.17,468618.8148,5.6,2.3,1.5,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-06 11:07:35.77,"0,051",2022-12-06 11:07:36.71,"0,131",2022-12-06-1107-10S_SWARM.SEI
20221200000000,2022-12-07 00:21:32.10,0.5,38.725,2.5,-27.316,3.3,4286307.645,472531.3719,8.4,3.9,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-07 00:21:33.56,"-0,041",2022-12-07 00:21:34.52,"-0,211",2022-12-07-0021-18S_SWARM.SEI
20221200000000,2022-12-07 00:22:20.10,0.51,38.724,1.9,-27.352,2.9,4286208.091,469401.5999,6,2.5,1.6,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-07 00:22:21.21,"-0,031",2022-12-07 00:22:22.21,"0,101",2022-12-07-0022-01S_SWARM.SEI
20221200000000,2022-12-07 16:12:08.20,0.29,38.743,1.5,-27.344,2.5,4288313.811,470104.9404,6.9,2.5,1.5,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-12-07 16:12:09.51,"0,031",2022-12-07 16:12:10.46,"-0,021",2022-12-07-1611-35S_SWARM.SEI
20221200000000,2022-12-08 14:49:39.90,0.61,38.753,2.5,-27.317,3.4,4289415.007,472455.2031,8.2,4,1.1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-12-08 14:49:41.24,"-0,171",2022-12-08 14:49:42.65,"0,141",2022-12-08-1449-22S_SWARM.SEI
20221200000000,2022-12-10 08:59:44.20,0.81,38.722,3.7,-27.353,5.5,4285986.493,469313.817,8.6,5.1,1.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-10 08:59:45.79,"0,071",2022-12-10 08:59:46.66,"-0,211",2022-12-10-0859-17S_SWARM.SEI
20221200000000,2022-12-10 09:04:47.40,0.46,38.742,1.7,-27.372,3.4,4288212.36,467671.1635,4.8,2.7,1.6,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-10 09:04:48.58,"-0,041",2022-12-10 09:04:49.60,"0,091",2022-12-10-0904-35S_SWARM.SEI
20221200000000,2022-12-11 03:07:20.70,0.33,38.753,1.7,-27.357,2.8,4289427.804,468979.5097,7.7,2.4,1.1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-12-11 03:07:22.16,"0,041",2022-12-11 03:07:23.26,"0,081",2022-12-11-0307-06S_SWARM.SEI
20221200000000,2022-12-11 13:27:56.40,0.4,38.735,1.5,-27.337,2.5,4287423.817,470710.0042,6.4,2.8,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-11 13:27:57.62,"0,021",2022-12-11 13:27:58.51,"0,001",2022-12-11-1327-39S_SWARM.SEI
20221200000000,2022-12-11 16:03:59.50,0.32,38.732,1.7,-27.353,3.8,4287096.157,469318.0941,8.4,3.4,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-12-11 16:04:02.12,"-0,041",2022-12-11-1603-41S_SWARM.SEI
20221200000000,2022-12-11 21:35:51.30,0.77,38.718,2.1,-27.287,1.6,4285522.584,475049.798,5.3,1.7,1.8,,ML,,PPAD,,,,,earthquake,CP.PPAD..EH,2022-12-11 21:35:51.89,"-0,371",2022-12-11 21:35:53.22,"0,211",2022-12-11-2134-54S_SWARM.SEI
20221200000000,2022-12-11 23:14:07.30,0.3,38.722,1.5,-27.312,2.2,4285973.555,472877.9428,8.5,2.2,1.4,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-11 23:14:08.81,"-0,021",2022-12-11 23:14:09.88,"-0,101",2022-12-11-2313-50S_SWARM.SEI
20221200000000,2022-12-12 11:01:24.20,0.32,38.746,1.6,-27.353,2.9,4288649.689,469324.0837,7.4,3.6,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-12 11:01:25.67,"-0,011",2022-12-12 11:01:26.73,"-0,031",2022-12-12-1101-10S_SWARM.SEI
20221200000000,2022-12-14 05:00:45.00,0.54,38.717,2.1,-27.333,3.1,4285425.152,471050.3983,5.2,2.9,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-14 05:00:45.91,"-0,111",2022-12-14 05:00:46.91,"0,151",2022-12-14-0500-26S_SWARM.SEI
20221200000000,2022-12-14 05:18:45.10,0.72,38.721,2.6,-27.325,3.9,4285866.518,471747.4608,4.5,4.5,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-14 05:18:45.83,"-0,181",2022-12-14 05:18:46.85,"0,181",2022-12-14-0518-27S_SWARM.SEI
20221200000000,2022-12-14 05:29:56.10,0.58,38.709,2.2,-27.339,2.8,4284539.337,470525.4976,5.8,2.6,1.6,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-14 05:29:57.09,"-0,091",2022-12-14 05:29:58.14,"0,131",2022-12-14-0529-34S_SWARM.SEI
20221200000000,2022-12-14 05:34:15.70,0.31,38.72,2.8,-27.334,2.9,4285758.367,470964.6762,7.4,2.8,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-14 05:34:17.11,"0,031",2022-12-14 05:34:18.06,"-0,021",2022-12-14-0534-04S_SWARM.SEI
20221200000000,2022-12-14 22:39:38.00,0.79,38.738,1.5,-27.3,1.5,4287745.53,473926.9173,1.6,1.6,1.8,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-14 22:39:38.50,"-0,251",2022-12-14 22:39:39.70,"0,401",2022-12-14-2238-26S_SWARM.SEI
20221200000000,2022-12-14 23:04:03.80,0.47,38.746,1.7,-27.334,2.7,4288643.493,470975.1996,6.3,2.7,1.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-14 23:04:05.04,"0,021",2022-12-14 23:04:05.85,"-0,121",2022-12-14-2303-38S_SWARM.SEI
20221200000000,2022-12-15 01:34:17.80,0.31,38.739,2.6,-27.324,2.9,4287863.604,471841.4587,7.7,3.1,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-15 01:34:19.22,"-0,011",2022-12-15 01:34:20.31,"0,011",2022-12-15-0133-58S_SWARM.SEI
20221200000000,2022-12-15 04:44:03.20,0.4,38.728,1.9,-27.37,3.1,4286658.124,467838.6975,7.2,3,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-15 04:44:04.52,"-0,091",2022-12-15 04:44:05.89,"0,211",2022-12-15-0443-41S_SWARM.SEI
20221200000000,2022-12-15 08:44:27.50,0.31,38.725,3.2,-27.3,3.6,4286302.968,473922.1914,9.7,3.1,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-15 08:44:29.27,"0,021",2022-12-15 08:44:30.52,"-0,011",2022-12-15-0844-08S_SWARM.SEI
20221200000000,2022-12-15 11:44:16.70,0.37,38.724,2,-27.316,2.5,4286196.679,472530.9891,6.9,3.1,1.2,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-12-15 11:44:18.87,"-0,091",2022-12-15-1144-02S_SWARM.SEI
20221200000000,2022-12-16 17:38:07.60,0.36,38.734,1.6,-27.393,3.2,4287332.251,465842.3321,4.9,3.2,1.1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-16 17:38:09.00,"0,061",2022-12-16 17:38:09.85,"-0,091",2022-12-16-1737-49S_SWARM.SEI
20221200000000,2022-12-16 17:42:08.10,0.38,38.743,1.5,-27.361,3,4288319.5,468627.5641,5.6,2.6,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-16 17:42:09.27,"-0,021",2022-12-16 17:42:10.05,"-0,151",2022-12-16-1741-48S_SWARM.SEI
20221200000000,2022-12-17 05:44:46.00,0.28,38.731,1.1,-27.365,2.2,4286989.279,468274.6378,4.8,1.9,1.6,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-17 05:44:47.06,"0,021",2022-12-17 05:44:47.85,"0,011",2022-12-17-0544-29S_SWARM.SEI
20221200000000,2022-12-18 03:36:04.50,0.35,38.751,1.9,-27.354,3.5,4289204.858,469239.3285,8.3,3.1,1.2,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-12-18 03:36:06.06,"0,061",2022-12-18 03:36:07.03,"-0,091",2022-12-18-0335-45S_SWARM.SEI
20221200000000,2022-12-18 04:06:08.10,0.8,38.726,3.8,-27.329,4.9,4286422.591,471401.7294,9.2,5.7,1.5,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-18 04:06:10.08,"0,391",2022-12-18 04:06:11.01,"0,121",2022-12-18-0405-48S_SWARM.SEI
20221200000000,2022-12-18 04:13:18.10,0.58,38.731,2.8,-27.339,4.6,4286980.593,470534.5327,5.7,4.7,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,,,2022-12-18 04:13:20.19,"0,161",2022-12-18-0413-00S_SWARM.SEI
20221200000000,2022-12-18 04:26:47.20,0.4,38.747,2.2,-27.351,4,4288759.987,469498.3109,8.2,3.6,1.2,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-12-18 04:26:48.72,"0,001",2022-12-18 04:26:49.73,"-0,111",2022-12-18-0426-27S_SWARM.SEI
20221200000000,2022-12-18 09:34:27.40,0.32,38.738,1.8,-27.347,3.1,4287759.962,469842.1241,7.6,3.5,1.1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-12-18 09:34:28.85,"-0,051",2022-12-18 09:34:30.04,"0,031",2022-12-18-0934-12S_SWARM.SEI
20221200000000,2022-12-18 22:43:33.30,0.41,38.733,2.1,-27.285,2.6,4287186.534,475228.8469,9.6,3.3,1.1,,ML,,PPAD,,,,,earthquake,CP.PPAD..EH,2022-12-18 22:43:35.12,"0,161",2022-12-18 22:43:36.30,"0,061",2022-12-18-2243-08S_SWARM.SEI
20221200000000,2022-12-19 04:43:29.00,0.48,38.762,1.8,-27.361,2.7,4290427.87,468635.8795,5.4,2.6,1,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-12-19 04:43:30.04,"-0,051",2022-12-19 04:43:31.02,"0,131",2022-12-19-0443-03S_SWARM.SEI
20221200000000,2022-12-19 18:16:31.60,0.32,38.748,1.2,-27.349,2.4,4288870.289,469672.5332,5.3,2.5,1.2,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-12-19 18:16:32.67,"0,011",2022-12-19 18:16:33.55,"0,061",2022-12-19-1816-13S_SWARM.SEI
20221200000000,2022-12-20 14:50:52.00,0.4,38.666,3.4,-27.369,3.4,4279777.893,467897.9182,0,3,1.7,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-20 14:50:53.27,"-0,031",2022-12-20 14:50:54.25,"0,011",2022-12-20-1450-14S_SWARM.SEI
20221200000000,2022-12-20 18:26:08.90,0.39,38.736,2.3,-27.36,4,4287542.391,468711.4144,7.7,2.7,1,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-20 18:26:10.49,"0,131",2022-12-20 18:26:11.44,"-0,021",2022-12-20-1825-37S_SWARM.SEI
20221200000000,2022-12-21 06:00:06.30,0.51,38.758,2,-27.359,3.3,4289983.318,468807.9012,5.5,3.2,1.5,,ML,,PRAM,,,,,earthquake,CP.PRAM.00.EH,2022-12-21 06:00:07.45,"0,041",2022-12-21 06:00:08.42,"0,191",2022-12-21-0559-54S_SWARM.SEI
20221200000000,2022-12-21 17:04:44.60,0.3,38.719,2.3,-27.31,2.8,4285640.066,473050.6759,8.2,2.6,1.3,,ML,,ASBA,,,,,earthquake,CP.ASBA..EH,2022-12-21 17:04:46.12,"-0,021",2022-12-21 17:04:47.27,"0,011",2022-12-21-1704-01S_SWARM.SEI
